合伙人,苏州,迪牧沃科电气,20-99人,30-60K,10年以上,本科,"['创业型', '有自主创业经验', '制造业', '人工智能', '21-50人']"
软件技术中心总监,苏州,某500强上市公司,1000-9999人,100-150K·14薪,10年以上,本科,"['嵌入式技术', '全栈开发', '算法']"
机器视觉,苏州,某大型仪器仪表公司,500-999人,22-30K·13薪,3-5年,本科,['视觉设计']
CTO 首席技术官,苏州,某大型咨询公司,100-499人,50-80K,经验不限,博士,"['人工智能', '技术总监']"
算法工程师,苏州,食行生鲜,1000-9999人,30-60K,3-5年,本科,"['业务导向', '搜索/推荐', 'Python', 'Hadoop/Hive/Spark', 'TensorFlow/PyTorch', '机器学习算法/工程化经验', '深度学习经验']"
深度学习应用工程师,苏州,真目科技,20-99人,8-12K,经验不限,大专,"['深度学习算法', '视觉图像算法', 'Python', '人工智能', 'CNN', '驻场']"
AI算法工程师,苏州,德亚交通,100-499人,20-40K,3-5年,硕士,"['深度学习算法', '视觉图像算法', '自然语言处理', '算法设计', '机器学习算法', 'C++', 'Python', 'Java']"
税务顾问 讲师,苏州,加合企业管理,20-99人,15-20K·15薪,5-10年,大专,"['代理记账公司', '税务筹划代理公司', '集团公司', '出口退税', '税务筹划', '税收返还', '人工智能', '制造业', '房地产/建筑', 'CPA', '中级会计师', '注册税务师']"
招商,苏州,某政府公司,20-99人,15-30K,1-3年,硕士,['国企    新兴产业招商']
机器视觉售后工程师,苏州,蓝丹智能,0-20人,5-10K,经验不限,大专,"['C/C++', 'Python', 'Linux', '人工智能']"
税务项目经理,苏州,曜坤资本,0-20人,9-12K·14薪,1-3年,本科,"['注册税务师', '国际类会计资格', '税收返还', 'CPA', '制造业', '代理记账公司', '四大', '中级会计师', '人工智能', '税务筹划代理公司', '税务筹划', '其他行业']"
CTO,苏州,银久洲,20-99人,10-15K·24薪,5-10年,本科,"['SaaS', '网络安全', '数据结构', '搜索引擎技术', '算法基础', '网络爬虫技术', '微服务架构', '人工智能']"
AI算法工程师,苏州,华为技术,10000人以上,25-35K·13薪,5-10年,本科,"['业务导向', '云计算', '计算机相关专业', '机器学习算法/工程化经验', 'AI']"
图像AI算法工程师,苏州,青岛健新,20-99人,10-15K,3-5年,本科,"['OpenCV', 'CRNN、Attention']"
技术大佬-硬件+软件+射频【200-500W】,苏州,某知名家电公司,1000-9999人,200-260K·15薪,10年以上,本科,"['人工智能', '算法设计', '软件开发', '硬件开发', '技术团队管理']"
税务经理,苏州,某知名数据服务上市公司,1000-9999人,30-40K·14薪,5-10年,本科,"['税务筹划代理公司', '四大', '出口退税', '税务筹划', '税收返还', '制造业', '人工智能', '电信通讯', '国际类会计资格', 'CPA', '中级会计师', '国际税', '转让定价', '海外税']"
AI算法工程师,苏州,苏州英敏基,20-99人,20-30K·13薪,经验不限,硕士,"['C++', '算法设计', '深度学习算法', '视觉图像算法']"
光纤熔接师傅,苏州,佳友网络,0-20人,7-12K,1-3年,中专/中技,"['光通信', '5G', '移动通信', '光缆通信', '光纤研发', '通信施工员', '安防监控', '人工智能']"
cto,苏州,某智能硬件公司,20-99人,40-70K,5-10年,本科,"['服务机器人', '移动机器人']"
产品智能化设计（博士）,苏州,明志科技,500-999人,20-35K,1-3年,博士,"['金属材料', '智能制造', '人工智能', '智能工厂']"
机器人项目工程师,苏州,闹奇机器人,0-20人,6-10K,1-3年,本科,"['销售支持/交付管理', '计算机相关专业', '售前支持经验', '智能机器人 解决方案']"
项目经理,苏州,星光,20-99人,5-10K,1-3年,大专,"['IT服务', '系统集成', '人工智能', '智能硬件']"
软件开发高级工程师（机器人）,苏州,某知名家电公司,1000-9999人,35-50K·15薪,3-5年,本科,"['C++', '机器人', '人工智能']"
自然语言处理算法,苏州,Zoom,1000-9999人,30-35K,3-5年,硕士,"['自然语言处理项目经验', '英文读写能力良好']"
c++开发工程师,苏州,信华信数字,1000-9999人,15-25K·13薪,3-5年,本科,"['C++服务端开发经验', 'C++', 'opencv']"
c#软件开发工程师,苏州,轻蜓科技,20-99人,15-24K·14薪,3-5年,本科,"['C#', '计算机相关专业', 'C#开发经验', '中大型项目开发经验']"
软件经理,苏州,弗埃斯,20-99人,20-40K,5-10年,本科,['C#']
税务,苏州,彦特光电,0-20人,5-10K,3-5年,本科,"['税务筹划代理公司', '税务筹划', '税收返还', '人工智能', '其他行业', '中级会计师']"
Python研发工程师,苏州,东之晟,20-99人,25-26K,5-10年,本科,"['Python', '机器学习工程经验', '涉及AI领域']"
研发副总监,苏州,苏州光格,100-499人,30-50K,5-10年,硕士,"['物联网', '人工智能', '光纤传感']"
机器视觉系统开发工程师,苏州,立创致恒,20-99人,10-15K·14薪,3-5年,本科,"['视觉图像算法', '图像处理', 'AI']"
产业分析师,苏州,亿友慧云,100-499人,40-45K,1-3年,硕士,"['二者兼具', '互联网企业内部行研经验', '投融资经验', '掌握Python/R语言/Matlab等一种或多种数据科学技能', '行业核心期刊发表过文章', '行业及金融复合背景']"
销售工程师（苏州）,苏州,清鹤科技,100-499人,11-20K,1-3年,本科,"['电话销售', '面销/陌拜', '不接受居家办公', '软件/企业服务产品', '医疗/大健康', '对企业/机构（To B）销售经验', '企业服务', '企业（To B）', '网络销售', '互联网/科技']"
自然语言处理算法,苏州,某大型互联网公司,100-499人,25-50K,经验不限,本科,"['NLP', '知识图谱', '自然语言处理']"
投融资专家（产品方向）,苏州,企查查,500-999人,20-35K·15薪,5-10年,本科,"['一级市场', '商业化产品', '项目负责人']"
生物医学信息,苏州,医智囊,0-20人,8-13K,经验不限,硕士,"['自然语言处理', '人工智能']"
AI算法专家,苏州,某知名家具公司,1000-9999人,45-70K·15薪,5-10年,本科,"['C/C++', 'Python', 'TensorFlow/PyTorch', '自动驾驶', '移动机器人']"
产品经理（英文）,苏州,瑞泰信息技术,500-999人,8-13K·15薪,1-3年,本科,"['B端产品', '中台/后台产品']"
客户经理,苏州,卓经创投产业招商中心,100-499人,10-15K,1-3年,本科,"['税务筹划代理公司', '税务筹划', '税收返还', '互联网', '人工智能', '无责6k 双休国假 工作在常熟']"
嵌入式软件工程师（人工智能科技+优福利）,苏州,某大型机械设备公司,500-999人,20-25K·16薪,5-10年,本科,"['C', 'ARM开发', '机械设计制造相关专业', '嵌入式/单片机开发经验', 'MCU开发', '设备端mcu经验', '做过硬件设备']"
销售总监,苏州,钛镕科技,20-99人,20-30K,5-10年,本科,[]
数据挖掘算法工程师,苏州,盈天地,100-499人,12-18K,1-3年,本科,"['深度学习算法', '机器学习算法', 'Python', '推荐算法', 'Spark', 'Hadoop', '人工智能', '消费金融']"
自动驾驶预测算法工程师,苏州,德宜溪谷,20-99人,18-28K,1-3年,本科,['智能驾驶']
slam算法工程师,苏州,九识,100-499人,40-60K·16薪,3-5年,本科,"['智能驾驶', 'C/C++', 'Python', '视觉算法']"
机器视觉实习生,苏州,苏州聚敏恒人工智...,0-20人,3-4K,1-3年,大专,"['c#', 'vision pro', 'halcon']"
视觉工程师,苏州,某机械设备公司,20-99人,20-30K,1-3年,本科,"['C语言', 'Python', 'C++', '视觉/图像算法']"
智能工程师,苏州,金渤泰,20-99人,6-8K,1-3年,中专/中技,['人工智能']
乐高机器人老师,苏州,瀚舟培训,20-99人,5-6K,经验不限,大专,"['坐班', '小班教学（3-25人）', '人工智能类', '培训机构', '线下教育', '学前儿童/小学生', '全职', '特长兴趣类']"
知识产权咨询师,苏州,新诤信,100-499人,11-20K,3-5年,本科,['知识产权咨询']
高级python开发工程师,苏州,追智科技,100-499人,13-23K·17薪,5-10年,大专,"['机器学习工程经验', '爬虫', '爬虫经验', '机器学习/算法工程', '全栈开发经验', '后端', 'Python']"
技术支持工程师,苏州,国科数据,20-99人,6-10K,经验不限,本科,"['计算机', '云计算', '人工智能']"
电气工程师,苏州,某大型新能源公司,100-499人,20-22K·15薪,3-5年,本科,['锂电设备']
销售工程师,苏州,亨盈科技,20-99人,10-15K,1-3年,大专,"['智能硬件', '计算机软件', '对机构 (To B) 销售经验', '工业设备销售经验', '市场拓展能力', '计算机相关学历', '市场营销相关学历']"
博士后,苏州,华傲数据,500-999人,20-40K,经验不限,博士,"['深度学习算法', '人工智能', 'C语言', '数据分析', '大数据']"
算法工程师,苏州,星际舟科技,20-99人,12-20K,1-3年,硕士,"['Python', 'OpenCV', 'C/C++', '语音/图像识别', '智能驾驶', '算法', '深度学习', '人工智能']"
文案编辑,苏州,苏州工业园区人工...,20-99人,8-10K,经验不限,本科,"['新媒体文案', '科技', '人工智能', '公文写作']"
海外电商运营专员,苏州,苏州深眸远智信息科技,0-20人,9-14K·15薪,1-3年,本科,"['不接受居家办公', '电商店铺运营', 'B2C', '留学生优先', '英美留学生', '平台整体运营', '英语可作为工作语言', '数据分析能力']"
C#,苏州,智船芯,0-20人,10-15K·13薪,3-5年,本科,['C#']
项目经理PM,苏州,苏州沃科,100-499人,8-13K,经验不限,大专,"['人工智能', '汽车', '需求分析评估']"
AI算法工程师,苏州,某医疗健康公司,0-20人,20-30K,1-3年,硕士,"['C++', 'Python', '算法设计', '深度学习算法', '视觉图像算法', 'PyTorch']"
审计经理,苏州,某知名家具公司,1000-9999人,30-50K,经验不限,本科,"['人工智能', '制造业']"
机器视觉应用工程师,苏州,机器视觉智能相机软件,20-99人,5-8K,1-3年,本科,['人工智能']
自行车工程师助理或学徒,苏州,恩巍,20-99人,5-10K,1-3年,大专,"['CAD绘图', '3D绘图']"
抖音变现导师,苏州,苏州三颗树教育科技,20-99人,20-40K,3-5年,本科,"['培训机构', '线上教育', '外训', '特长兴趣', '人工智能', '口才/播音主持', '摄影摄像', '教师培训经验', '有销售经验', '课程/课件研发能力']"
人力资源总监-准上市AI公司,苏州,某大型互联网公司,500-999人,50-70K,10年以上,本科,['人力资源规划']
机器人算法工程师,苏州,某计算机软件公司,20-99人,20-29K,3-5年,本科,"['C/C++', 'OpenCV', '熟悉VC++/MATLAB', '配合移植算法到嵌入式']"
python研发工程师,苏州,凡牛科技,100-499人,15-25K,5-10年,本科,"['Python', 'Flask/Django', 'Sqlalchemy']"
资深软件工程师,苏州,康湃医疗,20-99人,25-35K,5-10年,本科,"['C++', 'C语言', '英语表达优秀']"
审计总监（ 拟IPO，机器人独角兽）,苏州,某知名家具公司,1000-9999人,50-80K·15薪,10年以上,本科,"['内部审计', '外部审计', '人工智能', '互联网', '电信通讯', 'CPA', '中级会计师', '国际类会计资格']"
高级电气工程师,苏州,某大型新能源公司,100-499人,20-21K,5-10年,本科,['自动化技术']
驻场工程师,苏州,众智图优智能科技,0-20人,3-4K·13薪,1年以内,大专,"['软件系统', '人工智能']"
python工程师,苏州,某电子公司,20-99人,20-23K,3-5年,本科,"['Python', 'Docker', 'Flask', 'Django', 'MySQL', '分布式经验']"
新项目合伙人,苏州,众达光通,1000-9999人,25-28K·13薪,5-10年,本科,"['一级市场投资职位', '互联网/科技', '汽车', '医疗/大健康', '具有优秀项目资源', '较强的行业分析能力', '较强的财务分析能力']"
视觉工程师,苏州,某大型仪器仪表公司,100-499人,20-30K·14薪,5-10年,本科,['C/C++']
idc运维经理,苏州,某计算机服务公司,20-99人,20-40K,5-10年,本科,"['IDC机房运维', 'MySQL/Oracle', 'Docker', 'Redis', '运维开发经验', '网络安全相关经验']"
NLP工程师,苏州,普热斯勒,500-999人,15-28K,1-3年,硕士,['Python']
C＋＋开发工程师,苏州,南乔,20-99人,10-14K,1-3年,本科,"['OpenCV', '图形图像处理', '软件工程师', '人工智能']"
行业客户经理,苏州,远迪网络,100-499人,6-11K,1-3年,大专,"['企业（To B）', '金融产品销售经验', '面销/陌拜经验', '对企业/机构（To B）销售经验']"
python工程师,苏州,某电子公司,20-99人,20-30K,3-5年,本科,"['Python', 'Django', 'Flask', 'Docker', 'MySQL', '熟悉Linux', 'Sqlalchemy', '熟练使用ci/cd']"
BD经理【丰速科技】,苏州,顺丰速运,10000人以上,11-12K,1-3年,大专,"['用户拉新', '商户合作']"
客户经理,苏州,苏州求解科技有限公司,20-99人,20-40K·16薪,3-5年,本科,"['客户开发', '客户拜访', '产品/服务定制', '互联网/科技', '先进制造', '企业服务', '企业/机构（To B）', '政府/社会团体', '对企业/机构（To B）销售经验', '招商/商户拓展经验', '服务意识', '沟通能力', '社群运营能力']"
高级审计经理,苏州,苏州佳祺仕信息科技,500-999人,35-55K,5-10年,本科,"['制造业', '人工智能']"
ai算法专家（厦门/苏州/深圳）,苏州,某大型仪器仪表公司,100-499人,25-50K,5-10年,硕士,"['TensorFlow/PyTorch', 'CNN/RNN/LSTM', 'C/C++', '数学/统计相关专业', '机器学习算法/工程化经验', '深度学习经验']"
ai图像算法工程师,苏州,某仪器仪表公司,20-99人,30-50K·14薪,3-5年,硕士,['C/C++']
电气设计师,苏州,国士无双精机,0-20人,7-12K,1-3年,中专/中技,"['电气工程师', '机器人', '电路设计', '电气', '非标机械', '人工智能']"
海外税务经理,苏州,某大型知名智能硬件上市公司,10000人以上,20-30K·15薪,5-10年,本科,"['上市公司', '四大', '税务筹划', '制造业', '人工智能']"
政府关系和公共事务专员,苏州,海赛,20-99人,15-20K,3-5年,大专,"['政府关系工作经验', '政府项目申报经验', '熟悉政企合作事务']"
HRVP/CHO,苏州,某知名仪器仪表公司,1000-9999人,50-75K,10年以上,本科,"['制造业', '人工智能', '战略制定', '外企', '民企/私企', '31-100人', '有政府资源', '有中高层管理经验', '有海外工作经历']"
U3D高级程序员,苏州,褚信医学,20-99人,15-20K·15薪,5-10年,本科,"['C#', 'UNITY3D', 'Unity3D', 'U3D开发', '虚拟现实', '人工智能', '.NET', '游戏', 'vr', 'Unity3D开发经验', '游戏开发']"
商务经理,苏州,帝视科技,100-499人,10-15K,5-10年,本科,"['销售/大客户销售', '工业自动化', '新能源']"
图像算法工程师,苏州,瑞威盛科技,20-99人,9-14K,1-3年,大专,"['机器视觉', '人工智能', '视觉图像算法', '语音/图像识别', '业务导向', 'halcon', 'opencv']"
ai算法工程师,苏州,昆山鑫泰利智能科...,1000-9999人,20-35K,3-5年,硕士,"['业务导向', 'Python', 'C/C++', '计算机相关专业', '机器学习算法/工程化经验', '深度学习经验']"
深度学习AI算法经理,苏州,Schnoka,20-99人,21-40K·13薪,3-5年,硕士,"['Python', 'OpenCV', 'C#', 'Halcon']"
ai算法工程师,苏州,蓝翼智能,20-99人,35-55K,5-10年,硕士,"['云计算', '计算机相关专业', '数学/统计相关专业', '机器学习算法/工程化经验']"
AI算法工程师,苏州,美的厨房电器,10000人以上,25-50K·14薪,3-5年,硕士,"['研究导向', '智能驾驶', '语音/图像识别', 'C/C++']"
项目经理,苏州,苏州奇梦者科技,20-99人,6-10K·13薪,经验不限,本科,"['售前支持', '技术管理', '需求分析评估', '嵌入式技术', '人工智能', '语音识别', '音视频会议', '消费电子']"
AI算法工程师(3D重建方向),苏州,苏映视,100-499人,15-30K·14薪,1-3年,硕士,"['算法设计', '视觉图像算法', '运动控制算法', '点云/图像的3D物体']"
维修工程师,苏州,和锐,0-20人,5-7K·13薪,经验不限,大专,"['机器人', '激光设备维修保养', '人工智能', '机械/电子工程相关专业', '机械/机电设备技术支持经验', '系统调试', '机械/机电设备']"
