job,city,company,people,salary,experience,education,skill

ai人工智能产品销售,杭州·萧山区·建设三路,欧朋人工智能,0-20人,15-30K,1-3年,大专,"企业（To B）, 对企业/机构（To B）销售经验, 互联网/科技, 企业服务, 其他行业, 其他产品/服务, 软件/企业服务产品, 会展销售, 网络销售, 面销/陌拜"

AI人工智能产品评测实习,杭州·余杭区·仓前,杉帝科技,20-99人,200-250元/天,5天/周,本科,功能测试经验

人工智能业务服务开发-AI应用开发,杭州·滨江区·长河,阿里巴巴智能信息事业群,1000-9999人,30-60K·16薪,3-5年,本科,C++

AI人工智能算法工程师,杭州·滨江区·长河,安恒信息,1000-9999人,20-40K·15薪,3-5年,硕士,"Python, SQL, 自然语言处理, 深度学习算法, 机器学习算法, 推荐算法, 数据挖掘, 数据分析"

IP人设编导(AI人工智能方向),杭州·西湖区·三墩,杭州雯旺文化传媒,0-20人,15-30K,1-3年,本科,"短视频, 纪录片, Premiere, Photoshop, AE, 完整的执行能力, 网感好, 多年分镜经验"

AI人工智能计算平台算子开发工程师,杭州·滨江区·长河,华为,10000人以上,15-30K,经验不限,本科,"深度学习算法, 人工智能, C++, Python, 软件工程师"

人工智能开发负责人AI Team Lead,杭州·钱塘区·河庄,辉瑞制药,1000-9999人,50-70K,5-10年,本科,"机器学习算法/工程化经验, AI"

人工智能,杭州·余杭区·未来科技城,阿里巴巴集团,10000人以上,30-60K·16薪,3-5年,本科,"C++, 深度学习算法, CNN, TensorFlow, PyTorch, 分布式技术, 211或985院校"

人工智能,杭州·滨江区·西兴,华为,10000人以上,20-40K·14薪,3-5年,本科,"Python, 深度学习算法, 视觉图像算法, TensorFlow, PyTorch, Caffe, CNN"

人工智能工程师,杭州,博迪电力,20-99人,7-12K·13薪,1-3年,硕士,"计算机相关专业, 数学/统计相关专业, 机器学习算法/工程化经验"

人工智能研究员,杭州·西湖区·西溪,每日互动,500-999人,14-18K·15薪,在校/应届,本科,"搜索/推荐, 云计算, 语音/图像识别, Python, R, C/C++, 计算机相关专业, 数学/统计相关专业, 机器学习算法/工程化经验"

人工智能工程师,杭州·西湖区·转塘,杭州五八智能科技,100-499人,15-16K·15薪,1-3年,硕士,"C++, Python, TensorFlow"

人工智能销售,杭州·余杭区·五常,杭州喜倍科技有限公司,0-20人,10-15K,经验不限,大专,"企业（To B）, 电话销售, 会展销售, 面销/陌拜, 电子商务, 无经验要求, 软件/企业服务产品"

人工智能画图,杭州·萧山区·钱江世纪城,杭州点艺信息,0-20人,200-400元/天,5天/周,学历不限,计算机相关专业

人工智能工程师,杭州·上城区·钱江新城,猛犸科技,20-99人,20-25K,3-5年,硕士,"计算机相关专业, 深度学习经验, 机器学习算法/工程化经验"

人工智能工程师,杭州·滨江区·白马湖,杭州广域软件,100-499人,14-15K,经验不限,本科,"人工智能, 知识图谱"

人工智能,杭州·余杭区·仓前,中交信科集团,500-999人,15-18K,1-3年,本科,"Python, C/C++, TensorFlow"

人工智能,杭州·余杭区·未来科技城,磐至科技,20-99人,10-15K,3-5年,本科,"C++, Socket技术, 网络协议, 嵌入式软件开发"

人工智能工程师,杭州·临平区·临平,中铝智能,100-499人,15-20K,经验不限,硕士,"算法设计, 密码算法, Boosting, DNN, CNN, GBDT, TensorFlow, PyTorch"

人工智能产品经理,杭州·余杭区·良渚,宝鼎设计,100-499人,8-13K,1-3年,本科,"机器学习类AI, B端产品"

人工智能技术经理,杭州·余杭区·仓前,铁马传媒,20-99人,1000-2000元/月,1-3年,本科,"智能营销/广告, 云计算, 机器学习算法/工程化经验, 深度学习经验, 计算机相关专业"

AI 人工智能,杭州·西湖区·西溪,地卫二,100-499人,11-20K,3-5年,本科,"算法设计, 视觉图像算法, 深度学习算法, 自然语言处理, 机器学习算法"

人工智能AI,杭州·西湖区·古荡,广亩城市,20-99人,8-9K,3-5年,本科,"深度学习算法, 人工智能, 视觉图像算法"

零售AI人工智能,杭州·临平区·临平,算力,20-99人,50-80K,5-10年,本科,"GPT, 多模态, AI人工智能, 零售, 私域"

ai人工智能工程师,杭州·拱墅区·笕桥,中科云创,20-99人,11-22K,5-10年,本科,"Python, C/C++"

AI人工智能研发总监,杭州·余杭区·五常,微脉,1000-9999人,30-60K,3-5年,硕士,"Java, Python, TensorFlow/PyTorch, 计算机相关专业, 深度学习经验"

AI人工智能开发工程师,杭州·萧山区·湘湖,太初环塑科技(浙...,20-99人,15-25K·13薪,1-3年,本科,视觉图像算法

AI人工智能算法工程师,杭州·西湖区·黄龙,芯控智能,100-499人,20-40K·16薪,1-3年,硕士,"深度学习算法, 数据挖掘, 人工智能, AI"

服装设计师（AI人工智能方向）,杭州·钱塘区·下沙,杭州湃沃电商,1000-9999人,10-15K·13薪,3-5年,本科,"AI, 服装, 人工智能, Midjourney , Stable Diffusion"

AI人工智能床垫营销销售,杭州·西湖区·高新文教区,向尚家居,100-499人,8-12K,1-3年,高中,"个人（To C）, 医疗/大健康, 批发/零售, 教育培训, 其他产品/服务, 会展销售, 门店/柜台销售, 网络销售"

ai人工智能产品销售,杭州·萧山区·建设三路,欧朋人工智能,0-20人,15-30K,1-3年,大专,"企业（To B）, 对企业/机构（To B）销售经验, 互联网/科技, 企业服务, 其他行业, 其他产品/服务, 软件/企业服务产品, 会展销售, 网络销售, 面销/陌拜"

AI人工智能产品评测实习,杭州·余杭区·仓前,杉帝科技,20-99人,200-250元/天,5天/周,本科,功能测试经验

人工智能业务服务开发-AI应用开发,杭州·滨江区·长河,阿里巴巴智能信息事业群,1000-9999人,30-60K·16薪,3-5年,本科,C++

AI人工智能算法工程师,杭州·滨江区·长河,安恒信息,1000-9999人,20-40K·15薪,3-5年,硕士,"Python, SQL, 自然语言处理, 深度学习算法, 机器学习算法, 推荐算法, 数据挖掘, 数据分析"

IP人设编导(AI人工智能方向),杭州·西湖区·三墩,杭州雯旺文化传媒,0-20人,15-30K,1-3年,本科,"短视频, 纪录片, Premiere, Photoshop, AE, 完整的执行能力, 网感好, 多年分镜经验"

AI人工智能计算平台算子开发工程师,杭州·滨江区·长河,华为,10000人以上,15-30K,经验不限,本科,"深度学习算法, 人工智能, C++, Python, 软件工程师"

人工智能开发负责人AI Team Lead,杭州·钱塘区·河庄,辉瑞制药,1000-9999人,50-70K,5-10年,本科,"机器学习算法/工程化经验, AI"

人工智能,杭州·余杭区·未来科技城,阿里巴巴集团,10000人以上,30-60K·16薪,3-5年,本科,"C++, 深度学习算法, CNN, TensorFlow, PyTorch, 分布式技术, 211或985院校"

人工智能,杭州·滨江区·西兴,华为,10000人以上,20-40K·14薪,3-5年,本科,"Python, 深度学习算法, 视觉图像算法, TensorFlow, PyTorch, Caffe, CNN"

人工智能工程师,杭州,博迪电力,20-99人,7-12K·13薪,1-3年,硕士,"计算机相关专业, 数学/统计相关专业, 机器学习算法/工程化经验"

人工智能研究员,杭州·西湖区·西溪,每日互动,500-999人,14-18K·15薪,在校/应届,本科,"搜索/推荐, 云计算, 语音/图像识别, Python, R, C/C++, 计算机相关专业, 数学/统计相关专业, 机器学习算法/工程化经验"

人工智能工程师,杭州·西湖区·转塘,杭州五八智能科技,100-499人,15-16K·15薪,1-3年,硕士,"C++, Python, TensorFlow"

人工智能销售,杭州·余杭区·五常,杭州喜倍科技有限公司,0-20人,10-15K,经验不限,大专,"企业（To B）, 电话销售, 会展销售, 面销/陌拜, 电子商务, 无经验要求, 软件/企业服务产品"

人工智能画图,杭州·萧山区·钱江世纪城,杭州点艺信息,0-20人,200-400元/天,5天/周,学历不限,计算机相关专业

人工智能工程师,杭州·上城区·钱江新城,猛犸科技,20-99人,20-25K,3-5年,硕士,"计算机相关专业, 深度学习经验, 机器学习算法/工程化经验"

人工智能工程师,杭州·滨江区·白马湖,杭州广域软件,100-499人,14-15K,经验不限,本科,"人工智能, 知识图谱"

人工智能,杭州·余杭区·仓前,中交信科集团,500-999人,15-18K,1-3年,本科,"Python, C/C++, TensorFlow"

人工智能,杭州·余杭区·未来科技城,磐至科技,20-99人,10-15K,3-5年,本科,"C++, Socket技术, 网络协议, 嵌入式软件开发"

人工智能工程师,杭州·临平区·临平,中铝智能,100-499人,15-20K,经验不限,硕士,"算法设计, 密码算法, Boosting, DNN, CNN, GBDT, TensorFlow, PyTorch"

人工智能产品经理,杭州·余杭区·良渚,宝鼎设计,100-499人,8-13K,1-3年,本科,"机器学习类AI, B端产品"

人工智能技术经理,杭州·余杭区·仓前,铁马传媒,20-99人,1000-2000元/月,1-3年,本科,"智能营销/广告, 云计算, 机器学习算法/工程化经验, 深度学习经验, 计算机相关专业"

AI 人工智能,杭州·西湖区·西溪,地卫二,100-499人,11-20K,3-5年,本科,"算法设计, 视觉图像算法, 深度学习算法, 自然语言处理, 机器学习算法"

人工智能AI,杭州·西湖区·古荡,广亩城市,20-99人,8-9K,3-5年,本科,"深度学习算法, 人工智能, 视觉图像算法"

零售AI人工智能,杭州·临平区·临平,算力,20-99人,50-80K,5-10年,本科,"GPT, 多模态, AI人工智能, 零售, 私域"

ai人工智能工程师,杭州·拱墅区·笕桥,中科云创,20-99人,11-22K,5-10年,本科,"Python, C/C++"

AI人工智能研发总监,杭州·余杭区·五常,微脉,1000-9999人,30-60K,3-5年,硕士,"Java, Python, TensorFlow/PyTorch, 计算机相关专业, 深度学习经验"

AI人工智能开发工程师,杭州·萧山区·湘湖,太初环塑科技(浙...,20-99人,15-25K·13薪,1-3年,本科,视觉图像算法

AI人工智能算法工程师,杭州·西湖区·黄龙,芯控智能,100-499人,20-40K·16薪,1-3年,硕士,"深度学习算法, 数据挖掘, 人工智能, AI"

服装设计师（AI人工智能方向）,杭州·钱塘区·下沙,杭州湃沃电商,1000-9999人,10-15K·13薪,3-5年,本科,"AI, 服装, 人工智能, Midjourney , Stable Diffusion"

AI人工智能床垫营销销售,杭州·西湖区·高新文教区,向尚家居,100-499人,8-12K,1-3年,高中,"个人（To C）, 医疗/大健康, 批发/零售, 教育培训, 其他产品/服务, 会展销售, 门店/柜台销售, 网络销售"

ai人工智能产品销售,杭州·萧山区·建设三路,欧朋人工智能,0-20人,15-30K,1-3年,大专,"企业（To B）, 对企业/机构（To B）销售经验, 互联网/科技, 企业服务, 其他行业, 其他产品/服务, 软件/企业服务产品, 会展销售, 网络销售, 面销/陌拜"

AI人工智能产品评测实习,杭州·余杭区·仓前,杉帝科技,20-99人,200-250元/天,5天/周,本科,功能测试经验

人工智能业务服务开发-AI应用开发,杭州·滨江区·长河,阿里巴巴智能信息事业群,1000-9999人,30-60K·16薪,3-5年,本科,C++

AI人工智能算法工程师,杭州·滨江区·长河,安恒信息,1000-9999人,20-40K·15薪,3-5年,硕士,"Python, SQL, 自然语言处理, 深度学习算法, 机器学习算法, 推荐算法, 数据挖掘, 数据分析"

IP人设编导(AI人工智能方向),杭州·西湖区·三墩,杭州雯旺文化传媒,0-20人,15-30K,1-3年,本科,"短视频, 纪录片, Premiere, Photoshop, AE, 完整的执行能力, 网感好, 多年分镜经验"

AI人工智能计算平台算子开发工程师,杭州·滨江区·长河,华为,10000人以上,15-30K,经验不限,本科,"深度学习算法, 人工智能, C++, Python, 软件工程师"

人工智能开发负责人AI Team Lead,杭州·钱塘区·河庄,辉瑞制药,1000-9999人,50-70K,5-10年,本科,"机器学习算法/工程化经验, AI"

人工智能,杭州·余杭区·未来科技城,阿里巴巴集团,10000人以上,30-60K·16薪,3-5年,本科,"C++, 深度学习算法, CNN, TensorFlow, PyTorch, 分布式技术, 211或985院校"

人工智能,杭州·滨江区·西兴,华为,10000人以上,20-40K·14薪,3-5年,本科,"Python, 深度学习算法, 视觉图像算法, TensorFlow, PyTorch, Caffe, CNN"

人工智能工程师,杭州,博迪电力,20-99人,7-12K·13薪,1-3年,硕士,"计算机相关专业, 数学/统计相关专业, 机器学习算法/工程化经验"

人工智能研究员,杭州·西湖区·西溪,每日互动,500-999人,14-18K·15薪,在校/应届,本科,"搜索/推荐, 云计算, 语音/图像识别, Python, R, C/C++, 计算机相关专业, 数学/统计相关专业, 机器学习算法/工程化经验"

人工智能工程师,杭州·西湖区·转塘,杭州五八智能科技,100-499人,15-16K·15薪,1-3年,硕士,"C++, Python, TensorFlow"

人工智能销售,杭州·余杭区·五常,杭州喜倍科技有限公司,0-20人,10-15K,经验不限,大专,"企业（To B）, 电话销售, 会展销售, 面销/陌拜, 电子商务, 无经验要求, 软件/企业服务产品"

人工智能画图,杭州·萧山区·钱江世纪城,杭州点艺信息,0-20人,200-400元/天,5天/周,学历不限,计算机相关专业

人工智能工程师,杭州·上城区·钱江新城,猛犸科技,20-99人,20-25K,3-5年,硕士,"计算机相关专业, 深度学习经验, 机器学习算法/工程化经验"

人工智能工程师,杭州·滨江区·白马湖,杭州广域软件,100-499人,14-15K,经验不限,本科,"人工智能, 知识图谱"

人工智能,杭州·余杭区·仓前,中交信科集团,500-999人,15-18K,1-3年,本科,"Python, C/C++, TensorFlow"

人工智能,杭州·余杭区·未来科技城,磐至科技,20-99人,10-15K,3-5年,本科,"C++, Socket技术, 网络协议, 嵌入式软件开发"

人工智能工程师,杭州·临平区·临平,中铝智能,100-499人,15-20K,经验不限,硕士,"算法设计, 密码算法, Boosting, DNN, CNN, GBDT, TensorFlow, PyTorch"

人工智能产品经理,杭州·余杭区·良渚,宝鼎设计,100-499人,8-13K,1-3年,本科,"机器学习类AI, B端产品"

人工智能技术经理,杭州·余杭区·仓前,铁马传媒,20-99人,1000-2000元/月,1-3年,本科,"智能营销/广告, 云计算, 机器学习算法/工程化经验, 深度学习经验, 计算机相关专业"

ai人工智能工程师,天津·西青区·张家窝,中科曙光,1000-9999人,25-50K·14薪,3-5年,本科,"语音/图像识别, TensorFlow/PyTorch, 计算机相关专业, 机器学习算法/工程化经验, 深度学习经验"

人工智能AI工程师,天津,天津怪诞,100-499人,10-15K,1-3年,本科,"C/C++, Python, 计算机相关专业, 图像识别经验, OCR识别经验"

应用数学类/计算机算法类/AI人工智能,天津,九安医疗,1000-9999人,14-26K,1-3年,本科,"机器学习算法/工程化经验, 数学/统计相关专业, 计算机相关专业"

人工智能工程师,天津·河东区·大王庄,滨海迅腾,100-499人,4-9K,经验不限,本科,"Python, 深度学习算法, 机器学习算法, 视觉图像算法, Go, PyTorch, CNN"

人工智能工程师,天津·滨海新区·中新生态城,东腾盛达,20-99人,10-15K,1-3年,硕士,"人工智能, 大数据"

人工智能医药科学家,天津·和平区·小白楼,思茶,20-99人,15-30K·13薪,1-3年,硕士,"化学药, SCI论文撰写发表, 医药相关专业, 生物相关专业, 研发型"

人工智能图像识别,天津·河西区·佟楼,蓝威科技,20-99人,8-12K,1-3年,本科,"C++, Python, 算法设计, 视觉图像算法, 图像处理, OpenCV"

人工智能训练师,天津·武清区·北郑,蚂蚁雄兵,100-499人,3-6K,经验不限,大专,"语音标注, 标注质检, 人工智能, 图像标注, 大数据, 文本标注"

市场营销（人工智能方向）,天津,道本科技,100-499人,4-9K,3-5年,大专,"企业服务, 业务开拓能力, 软件销售, 面销"

人工智能开发,天津·东丽区·新立街,埃鲁克,0-20人,2000-5000元/月,经验不限,本科,自然语言处理项目经验

人工智能算法工程师,天津·西青区·侯台,万盈美健康科技,0-20人,16-25K,经验不限,本科,"临床预测模型, 质谱测试, 光谱测试"

人工智能算法工程师,天津·滨海新区·北塘街,奕锆,0-20人,15-20K,5-10年,硕士,"英文读写能力良好, 视频算法, Boosting, GBDT, 计算机相关专业, 深度学习算法, 深度学习经验, Shell, 数据开发, 数据分析, 数据库开发, TensorFlow/PyTorch, 算法设计, 语音/图像识别, 业务导向, Python"

人工智能算法开发工程师,天津·西青区·中北,圣威科技,100-499人,15-25K,5-10年,硕士,"C++, SQL, 分布式技术, 深度学习算法, 机器学习算法, TensorFlow, PyTorch, Spark"

人工智能工程师,天津·西青区·侯台,天津白马晶选,20-99人,10-15K,1-3年,本科,"TensorFlow/PyTorch, Python"

人工智能开发工程师,天津,天津华大科技,20-99人,6-11K,经验不限,本科,"深度学习算法, Python, TensorFlow, PyTorch, Keras"

人工智能产品经理,天津·南开区·华苑,天津市赛英工程建...,100-499人,10-15K,3-5年,本科,"AI产品, B端产品, 移动端产品, 智慧基础设施, 数字化工程"

人工智能课程开发,天津·西青区·中北,惠泽智通,20-99人,3-5K·13薪,经验不限,大专,"Python, 人工智能, MySQL, Linux"

人工智能编辑实习生(代码方向),天津·红桥区·水游城,北京字节跳动,10000人以上,170-180元/天,4天/周,本科,"标注方法优化, 标注结果整理, 数据标注, 文本标注, 语音标注, 视频标注, 数据分析能力强, SQL, JAVA, Python"

AI 算法工程师,天津·和平区·小白楼,近邻宝,0-20人,15-25K,经验不限,本科,大数据算法

电脑绘图师/PS  AI,天津·武清区·徐官屯,威斯丁,100-499人,9-14K,3-5年,中专/中技,"手绘, PhotoShop, AI, 3DMax, 服装纺织, 图案设计, 家纺设计, 设计师"

ai标注,天津·西青区·张家窝,博彦科技,10000人以上,4-6K,经验不限,本科,"数据标注, 标注数据分析, 标注结果整理, 数据分析能力强, 文本标注, 模型评测专员, AI大模型, ai语料生产"

AI开发工程师,天津·西青区·中北,天津市网天信息技...,0-20人,9-14K,1-3年,本科,"智能驾驶, 云计算, Java, Python, TensorFlow/PyTorch, 计算机相关专业, 机器学习算法/工程化经验, 深度学习经验, nlp, 自然语言处理, 人工智能"

AI训练师,天津·南开区·南开大学,第五维度(天津)...,20-99人,1-3K,在校/应届,大专,"人工智能, TO C, 运营专员"

AI开发,天津·河西区·尖山,微医乐问,100-499人,9-11K,1-3年,本科,"Java, 计算机相关专业"

AI绘图师,天津·西青区·张家窝,创艺元素,100-499人,6-8K,1-3年,大专,"游戏角色原画, 游戏场景原画, 游戏道具原画, 游戏公司"

ai经理助手,天津·津南区·双港,帮帮购,0-20人,3-4K,经验不限,大专,"智能营销/广告, 搜索/推荐, 计算机相关专业, 深度学习经验, Python"

AI设计师,天津·河北区·宁园,角度设计,20-99人,10-15K,3-5年,大专,"广告设计, 包装设计, 广告/设计公司, AI, 不接受居家办公"

ai实习生,天津·滨海新区·响螺湾商圈,超智云,0-20人,100-120元/天,4天/周,大专,"交互设计, 图标设计, 界面设计, AE, PS, 动画设计, 只招明白自己想要干什么的人"

AI算法工程师,天津·滨海新区·开发区,辰星（天津）自动...,100-499人,11-22K,3-5年,硕士,"Python, C/C++"

AI算法工程师,天津·西青区·侯台,美德医学,20-99人,20-40K,5-10年,硕士,"业务导向, 语音/图像识别, 生物医疗, Python, C/C++, 机器学习算法/工程化经验, 深度学习经验, 有国际期刊/会议论文发表"

ai人工智能工程师,天津·西青区·张家窝,中科曙光,1000-9999人,25-50K·14薪,3-5年,本科,"语音/图像识别, TensorFlow/PyTorch, 计算机相关专业, 机器学习算法/工程化经验, 深度学习经验"

人工智能AI工程师,天津,天津怪诞,100-499人,10-15K,1-3年,本科,"C/C++, Python, 计算机相关专业, 图像识别经验, OCR识别经验"

应用数学类/计算机算法类/AI人工智能,天津,九安医疗,1000-9999人,14-26K,1-3年,本科,"机器学习算法/工程化经验, 数学/统计相关专业, 计算机相关专业"

人工智能工程师,天津·河东区·大王庄,滨海迅腾,100-499人,4-9K,经验不限,本科,"Python, 深度学习算法, 机器学习算法, 视觉图像算法, Go, PyTorch, CNN"

人工智能工程师,天津·滨海新区·中新生态城,东腾盛达,20-99人,10-15K,1-3年,硕士,"人工智能, 大数据"

人工智能医药科学家,天津·和平区·小白楼,思茶,20-99人,15-30K·13薪,1-3年,硕士,"化学药, SCI论文撰写发表, 医药相关专业, 生物相关专业, 研发型"

人工智能图像识别,天津·河西区·佟楼,蓝威科技,20-99人,8-12K,1-3年,本科,"C++, Python, 算法设计, 视觉图像算法, 图像处理, OpenCV"

人工智能训练师,天津·武清区·北郑,蚂蚁雄兵,100-499人,3-6K,经验不限,大专,"语音标注, 标注质检, 人工智能, 图像标注, 大数据, 文本标注"

市场营销（人工智能方向）,天津,道本科技,100-499人,4-9K,3-5年,大专,"企业服务, 业务开拓能力, 软件销售, 面销"

人工智能开发,天津·东丽区·新立街,埃鲁克,0-20人,2000-5000元/月,经验不限,本科,自然语言处理项目经验

人工智能算法工程师,天津·西青区·侯台,万盈美健康科技,0-20人,16-25K,经验不限,本科,"临床预测模型, 质谱测试, 光谱测试"

人工智能算法工程师,天津·滨海新区·北塘街,奕锆,0-20人,15-20K,5-10年,硕士,"英文读写能力良好, 视频算法, Boosting, GBDT, 计算机相关专业, 深度学习算法, 深度学习经验, Shell, 数据开发, 数据分析, 数据库开发, TensorFlow/PyTorch, 算法设计, 语音/图像识别, 业务导向, Python"

人工智能算法开发工程师,天津·西青区·中北,圣威科技,100-499人,15-25K,5-10年,硕士,"C++, SQL, 分布式技术, 深度学习算法, 机器学习算法, TensorFlow, PyTorch, Spark"

人工智能工程师,天津·西青区·侯台,天津白马晶选,20-99人,10-15K,1-3年,本科,"TensorFlow/PyTorch, Python"

人工智能开发工程师,天津,天津华大科技,20-99人,6-11K,经验不限,本科,"深度学习算法, Python, TensorFlow, PyTorch, Keras"

人工智能产品经理,天津·南开区·华苑,天津市赛英工程建...,100-499人,10-15K,3-5年,本科,"AI产品, B端产品, 移动端产品, 智慧基础设施, 数字化工程"

人工智能课程开发,天津·西青区·中北,惠泽智通,20-99人,3-5K·13薪,经验不限,大专,"Python, 人工智能, MySQL, Linux"

人工智能编辑实习生(代码方向),天津·红桥区·水游城,北京字节跳动,10000人以上,170-180元/天,4天/周,本科,"标注方法优化, 标注结果整理, 数据标注, 文本标注, 语音标注, 视频标注, 数据分析能力强, SQL, JAVA, Python"

AI 算法工程师,天津·和平区·小白楼,近邻宝,0-20人,15-25K,经验不限,本科,大数据算法

电脑绘图师/PS  AI,天津·武清区·徐官屯,威斯丁,100-499人,9-14K,3-5年,中专/中技,"手绘, PhotoShop, AI, 3DMax, 服装纺织, 图案设计, 家纺设计, 设计师"

ai标注,天津·西青区·张家窝,博彦科技,10000人以上,4-6K,经验不限,本科,"数据标注, 标注数据分析, 标注结果整理, 数据分析能力强, 文本标注, 模型评测专员, AI大模型, ai语料生产"

AI开发工程师,天津·西青区·中北,天津市网天信息技...,0-20人,9-14K,1-3年,本科,"智能驾驶, 云计算, Java, Python, TensorFlow/PyTorch, 计算机相关专业, 机器学习算法/工程化经验, 深度学习经验, nlp, 自然语言处理, 人工智能"

AI训练师,天津·南开区·南开大学,第五维度(天津)...,20-99人,1-3K,在校/应届,大专,"人工智能, TO C, 运营专员"

AI开发,天津·河西区·尖山,微医乐问,100-499人,9-11K,1-3年,本科,"Java, 计算机相关专业"

AI绘图师,天津·西青区·张家窝,创艺元素,100-499人,6-8K,1-3年,大专,"游戏角色原画, 游戏场景原画, 游戏道具原画, 游戏公司"

ai经理助手,天津·津南区·双港,帮帮购,0-20人,3-4K,经验不限,大专,"智能营销/广告, 搜索/推荐, 计算机相关专业, 深度学习经验, Python"

AI设计师,天津·河北区·宁园,角度设计,20-99人,10-15K,3-5年,大专,"广告设计, 包装设计, 广告/设计公司, AI, 不接受居家办公"

ai实习生,天津·滨海新区·响螺湾商圈,超智云,0-20人,100-120元/天,4天/周,大专,"交互设计, 图标设计, 界面设计, AE, PS, 动画设计, 只招明白自己想要干什么的人"

AI算法工程师,天津·滨海新区·开发区,辰星（天津）自动...,100-499人,11-22K,3-5年,硕士,"Python, C/C++"

AI算法工程师,天津·西青区·侯台,美德医学,20-99人,20-40K,5-10年,硕士,"业务导向, 语音/图像识别, 生物医疗, Python, C/C++, 机器学习算法/工程化经验, 深度学习经验, 有国际期刊/会议论文发表"

ai人工智能工程师,天津·西青区·张家窝,中科曙光,1000-9999人,25-50K·14薪,3-5年,本科,"语音/图像识别, TensorFlow/PyTorch, 计算机相关专业, 机器学习算法/工程化经验, 深度学习经验"

人工智能AI工程师,天津,天津怪诞,100-499人,10-15K,1-3年,本科,"C/C++, Python, 计算机相关专业, 图像识别经验, OCR识别经验"

应用数学类/计算机算法类/AI人工智能,天津,九安医疗,1000-9999人,14-26K,1-3年,本科,"机器学习算法/工程化经验, 数学/统计相关专业, 计算机相关专业"

人工智能工程师,天津·河东区·大王庄,滨海迅腾,100-499人,4-9K,经验不限,本科,"Python, 深度学习算法, 机器学习算法, 视觉图像算法, Go, PyTorch, CNN"

人工智能工程师,天津·滨海新区·中新生态城,东腾盛达,20-99人,10-15K,1-3年,硕士,"人工智能, 大数据"

人工智能医药科学家,天津·和平区·小白楼,思茶,20-99人,15-30K·13薪,1-3年,硕士,"化学药, SCI论文撰写发表, 医药相关专业, 生物相关专业, 研发型"

人工智能图像识别,天津·河西区·佟楼,蓝威科技,20-99人,8-12K,1-3年,本科,"C++, Python, 算法设计, 视觉图像算法, 图像处理, OpenCV"

人工智能训练师,天津·武清区·北郑,蚂蚁雄兵,100-499人,3-6K,经验不限,大专,"语音标注, 标注质检, 人工智能, 图像标注, 大数据, 文本标注"

市场营销（人工智能方向）,天津,道本科技,100-499人,4-9K,3-5年,大专,"企业服务, 业务开拓能力, 软件销售, 面销"

人工智能开发,天津·东丽区·新立街,埃鲁克,0-20人,2000-5000元/月,经验不限,本科,自然语言处理项目经验

人工智能算法工程师,天津·西青区·侯台,万盈美健康科技,0-20人,16-25K,经验不限,本科,"临床预测模型, 质谱测试, 光谱测试"

人工智能算法工程师,天津·滨海新区·北塘街,奕锆,0-20人,15-20K,5-10年,硕士,"英文读写能力良好, 视频算法, Boosting, GBDT, 计算机相关专业, 深度学习算法, 深度学习经验, Shell, 数据开发, 数据分析, 数据库开发, TensorFlow/PyTorch, 算法设计, 语音/图像识别, 业务导向, Python"

人工智能算法开发工程师,天津·西青区·中北,圣威科技,100-499人,15-25K,5-10年,硕士,"C++, SQL, 分布式技术, 深度学习算法, 机器学习算法, TensorFlow, PyTorch, Spark"

人工智能工程师,天津·西青区·侯台,天津白马晶选,20-99人,10-15K,1-3年,本科,"TensorFlow/PyTorch, Python"

人工智能开发工程师,天津,天津华大科技,20-99人,6-11K,经验不限,本科,"深度学习算法, Python, TensorFlow, PyTorch, Keras"

人工智能产品经理,天津·南开区·华苑,天津市赛英工程建...,100-499人,10-15K,3-5年,本科,"AI产品, B端产品, 移动端产品, 智慧基础设施, 数字化工程"

人工智能课程开发,天津·西青区·中北,惠泽智通,20-99人,3-5K·13薪,经验不限,大专,"Python, 人工智能, MySQL, Linux"

人工智能编辑实习生(代码方向),天津·红桥区·水游城,北京字节跳动,10000人以上,170-180元/天,4天/周,本科,"标注方法优化, 标注结果整理, 数据标注, 文本标注, 语音标注, 视频标注, 数据分析能力强, SQL, JAVA, Python"

AI 算法工程师,天津·和平区·小白楼,近邻宝,0-20人,15-25K,经验不限,本科,大数据算法

电脑绘图师/PS  AI,天津·武清区·徐官屯,威斯丁,100-499人,9-14K,3-5年,中专/中技,"手绘, PhotoShop, AI, 3DMax, 服装纺织, 图案设计, 家纺设计, 设计师"

ai标注,天津·西青区·张家窝,博彦科技,10000人以上,4-6K,经验不限,本科,"数据标注, 标注数据分析, 标注结果整理, 数据分析能力强, 文本标注, 模型评测专员, AI大模型, ai语料生产"

AI开发工程师,天津·西青区·中北,天津市网天信息技...,0-20人,9-14K,1-3年,本科,"智能驾驶, 云计算, Java, Python, TensorFlow/PyTorch, 计算机相关专业, 机器学习算法/工程化经验, 深度学习经验, nlp, 自然语言处理, 人工智能"

AI训练师,天津·南开区·南开大学,第五维度(天津)...,20-99人,1-3K,在校/应届,大专,"人工智能, TO C, 运营专员"

